No.,REGISTRATION YEAR,REGISTRATION MONTH,MANUFACTURE YEAR,MAKER,CAR NAME,Grade,CHASSIS NO,PREFIX,SHIFT,COLOR,DOOR,WD,OPTIONS,REMARKS,FUEL TYPE,Engine Size,Engine Size Unit,KM,Odometer (Denom.),,PRICE
2199,2014,6,2014,TOYOTA,HARRIER HYBRID,PREMIUM ADVANCED PKG,AVU65-0011961,DAA-AVU65W,AT,BLACK,5,4WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","CRUISE CONTROL,BACK CAMERA,PUSH START,LED HEAD LIGHT",HYBRID(PETROL),2490,cc,204000,KM,,
2200,2014,7,2014,TOYOTA,HARRIER HYBRID,,AVU65-0013753,DAA-AVU65W,AT,BLACK,5,4WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","BACK CAMERA,HALF LEATHER",HYBRID(PETROL),2490,cc,110000,KM,,
2201,2014,8,2014,TOYOTA,HARRIER HYBRID,HYBRID ELEGANCE,AVU65-0015320,DAA-AVU65W,AT,BLACK,5,4WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","PUSH START,BACK CAMERA,LED HEAD LIGHT,HALF LEATHER SEAT,CRUISE CONTROL,POWER SEAT",HYBRID(PETROL),2490,cc,224000,KM,,
2202,2014,9,2014,TOYOTA,HARRIER HYBRID,Premium,AVU65-0017707,DAA-AVU65W,AT,SILVER,5,4WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),2490,cc,181000,KM,,
2203,2015,1,2014,TOYOTA,HARRIER HYBRID,PREMIUM,AVU65-0024121,DAA-AVU65W,AT,WHITE,5,4WD,"PS,PW,AC,NV,LS,AW,FOG,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),2490,cc,116000,KM,,
2204,2015,1,2015,TOYOTA,HARRIER HYBRID,PREMIUM,AVU65-0024470,DAA-AVU65W,AT,BLACK,5,4WD,"PS,PW,AC,AW,FOG,ABS,AB,RS","PUSH START,CRUISE CONTROL,HALF LEATHER SEAT",HYBRID(PETROL),2490,cc,399000,KM,,
2205,2015,10,2015,TOYOTA,HARRIER HYBRID,,AVU65-0035239,DAA-AVU65W,AT,PEARL,5,4WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),2490,cc,127000,KM,,
2206,2016,7,2016,TOYOTA,HARRIER HYBRID,,AVU65-0041613,DAA-AVU65W,AT,BLACK,5,4WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","BACK CAMERA,CRUISE CONTROL",HYBRID(PETROL),2490,cc,109000,KM,,
2207,2016,11,2016,TOYOTA,HARRIER HYBRID,,AVU65-0044745,DAA-AVU65W,AT,PEARL,5,4WD,"PS,PW,AC,NV,ABS,AB",,HYBRID(PETROL),650,cc,85000,KM,,
2208,2017,1,2016,TOYOTA,HARRIER HYBRID,GRAND,AVU65-0045990,DAA-AVU65W,AT,BROWN,5,4WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","PUSH START,XENON HEAD LIGHT,BACK CAMERA",HYBRID(PETROL),2490,cc,102000,KM,,
2209,2017,5,2017,TOYOTA,HARRIER HYBRID,,AVU65-0048587,DAA-AVU65W,AT,BLACK,5,4WD,"PS,PW,AC,NV,AW,ABS,AB",,HYBRID(PETROL),2490,cc,120000,KM,,
2210,2019,9,2019,TOYOTA,HARRIER HYBRID,PROGRESS S,AVU65-0067627,DAA-AVU65W,AT,PEARL,5,4WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","POWER BACK DOOR, LED HEADLIGHT, HALF LEATHER SEAT ,RADAR CRUISE CONTROL",HYBRID(PETROL),2490,cc,169000,KM,,
2211,2019,9,2019,TOYOTA,HARRIER HYBRID,PROGRESS,AVU65-0068021,DAA-AVU65W,AT,WHITE,5,4WD,"PS,PW,AC,NV,AW,ABS,AB,RS","PUSH START, DRIVER'S POWER SEAT",HYBRID(PETROL),2490,cc,268000,KM,,
2212,2019,9,2019,TOYOTA,HARRIER HYBRID,PREMIUM,AVU65-0068675,DAA-AVU65W,AT,BLACK,5,4WD,"PS,PW,AC,LS,AW,FOG,ABS,AB,RS","BACK CAMERA , POWER BACK DOOR,",HYBRID(PETROL),2490,cc,231000,KM,,
2213,2019,9,2019,TOYOTA,HARRIER HYBRID,,AVU65-0068710,DAA-AVU65W,AT,PEARL,5,4WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),2490,cc,203000,KM,,
2214,2020,2,2020,TOYOTA,HARRIER HYBRID,Premium 4WD,AVU65-0070053,DAA-AVU65W,AT,PEARL,5,4WD,"PS,PW,AC,NV,ABS,AB,RS",,HYBRID(PETROL),2490,cc,140000,KM,,
2215,2013,7,2013,TOYOTA,HIACE COMMUTER,GL,TRH228-0005692,CBF-TRH228B,AT,WHITE,4,4WD,"PS,PW,AC,ABS,AB",,PETROL,2690,cc,161000,KM,,
2216,2007,3,2007,TOYOTA,HILUX SURF,,TRN215-0016578,CBA-TRN215W,AT,BLACK,5,4WD,"PS,PW,AC,AW,FOG,RR,ABS,AB,RS",,PETROL,2690,cc,132000,KM,,
2217,2009,3,2008,TOYOTA,HILUX SURF,,TRN215-0025697,CBA-TRN215W,AT,SILVER,5,4WD,"PS,PW,AC,AW,FOG,ABS,AB",,PETROL,2690,cc,180000,KM,,
2218,2006,8,2006,TOYOTA,KLUGER HYBRID,,MHU28-0034670,DAA-MHU28W,AT,PEARL,5,4WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),3310,cc,214000,KM,,
2219,2003,6,2003,TOYOTA,LAND CRUISER PRADO,TX,VZJ120-0004578,TA-VZJ120W,AT,PEARL,5,4WD,"PS,PW,AC,FOG,SR,RR,ABS,AB",,PETROL,3370,cc,1000,KM,,
2220,2008,9,2008,TOYOTA,LAND CRUISER PRADO,TX LTD,GRJ120-5159027,CBA-GRJ120W,AT,PEARL,5,4WD,"PS,PW,AC,NV,AW,FOG,RR,ABS,AB",BACK CAMERA,PETROL,3950,cc,115000,KM,,
2221,2008,11,2008,TOYOTA,LAND CRUISER PRADO,TZ G SELECTION,GRJ121-0004146,CBA-GRJ121W,AT,SILVER,5,4WD,"PS,PW,AC,NV,LS,AW,FOG,ABS,AB","POWER SEAT,BACK CAMERA,SEAT HEATER,CRUISE CONTROL,",PETROL,3950,cc,147000,KM,,
2222,2013,3,2013,TOYOTA,LAND CRUISER PRADO,TX,GRJ150-0005014,CBA-GRJ150W,AT,PEARL,5,4WD,"PS,PW,AC,NV,AW,FOG,RR,ABS,AB,RS",,PETROL,3950,cc,142000,KM,,
2223,2015,9,2015,TOYOTA,LAND CRUISER PRADO,TX,TRJ150-0060836,CBA-TRJ150W,AT,BLACK,5,4WD,"PS,PW,AC,AW,FOG,SR,ABS,AB,RS",BACK CAMERA,PETROL,2690,cc,58000,KM,,
2224,2016,9,2016,TOYOTA,LAND CRUISER PRADO,TX,TRJ150-0068969,CBA-TRJ150W,AT,BLACK,5,4WD,"PS,PW,AC,AW,FOG,SR,ABS,AB",,PETROL,2690,cc,85000,KM,,
2225,2018,4,2018,TOYOTA,LAND CRUISER PRADO,TX L PKG,TRJ150-0087221,CBA-TRJ150W,AT,PEARL,5,4WD,"PS,PW,AC,NV,LS,AW,FOG,ABS,AB,RS","POWER SEAT,BACK CAMERA,TOYOTA SAFETY SENSE,LED HEAD LIGHT,STEERING SWITCH",PETROL,2690,cc,75000,KM,,
2226,2019,1,2018,TOYOTA,LAND CRUISER PRADO,TX,TRJ150-0095517,CBA-TRJ150W,AT,BLACK,5,4WD,"PS,PW,AC,NV,AW,FOG,RR,ABS,AB,RS","CRUISE CONTROL,PUSH START,BACK CAMERA",PETROL,2690,cc,19000,KM,,
2227,2019,5,2019,TOYOTA,LAND CRUISER PRADO,TX,TRJ150-0101410,CBA-TRJ150W,AT,BLACK,5,4WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",,PETROL,2690,cc,38000,KM,,
2228,2019,9,2019,TOYOTA,LAND CRUISER PRADO,,TRJ150-0105551,CBA-TRJ150W,AT,BRONZE,5,4WD,"PS,PW,AC,NV,AW,FOG,RR,ABS,AB,RS",,PETROL,2690,cc,148000,KM,,
2229,2020,6,2020,TOYOTA,LAND CRUISER PRADO,,TRJ150-0112125,CBA-TRJ150W,AT,PEARL,5,4WD,"PS,PW,AC,NV,AW,FOG,RR,ABS,AB,RS","BACK CAMERA,LED LIGHT",PETROL,2690,cc,14000,KM,,
2230,2022,6,2022,TOYOTA,LAND CRUISER PRADO,TX L PKG,TRJ150-0145265,3BA-TRJ150W,AT,PEARL,5,4WD,"PS,PW,AC,NV,LS,AW,FOG,SR,ABS,AB,RS",BACK CAMERA,PETROL,2690,cc,26000,KM,,
2231,2022,6,2022,TOYOTA,LAND CRUISER PRADO,TX,TRJ150-0145336,3BA-TRJ150W,AT,PEARL,5,4WD,"PS,PW,AC,NV,AW,FOG,SR,RR,ABS,AB,RS","CRUISE CONTROL,BACK CAMERA,PUSH START",PETROL,2690,cc,31000,KM,,
2232,2022,7,2022,TOYOTA,LAND CRUISER PRADO,,TRJ150-0148439,3BA-TRJ150W,AT,PEARL,5,4WD,"PS,PW,AC,NV,AW,FOG,SR,RR,ABS,AB,RS",BACK CAMERA,PETROL,2690,cc,44000,KM,,
2233,2022,7,2022,TOYOTA,LAND CRUISER PRADO,,TRJ150-0147632,3BA-TRJ150W,AT,PEARL,5,4WD,"PS,PW,AC,NV,LS,AW,FOG,SR,RR,ABS,AB,RS","RADAR CRUISE CONTROL,",PETROL,2690,cc,13000,KM,,
2234,2022,12,2022,TOYOTA,LAND CRUISER PRADO,TX L PKG MATT BLACK EDITION,TRJ150-0155175,3BA-TRJ150W,AT,BROWN,5,4WD,"PS,PW,AC,AW,FOG,RR,ABS,AB,RS",BACK CAMERA,PETROL,2690,cc,25000,KM,,
2235,2006,10,2006,TOYOTA,PRIUS,G,NHW20-3215100,DAA-NHW20,AT,SILVER,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",CUISE CONTROL,HYBRID(PETROL),1490,cc,191000,KM,,
2236,2007,6,2007,TOYOTA,PRIUS,G TOURING SELECTION,NHW20-3276520,DAA-NHW20,AT,SILVER,5,2WD,"PS,PW,AC,NV,ABS,AB",,HYBRID(PETROL),1490,cc,240000,KM,,
2237,2008,3,2008,TOYOTA,PRIUS,,NHW20-7764562,DAA-NHW20,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1490,cc,137000,KM,,
2238,2008,5,2008,TOYOTA,PRIUS,S10th Anniversary - Edition,NHW20-7787478,DAA-NHW20,AT,BLUE,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1490,cc,119000,KM,,
2239,2008,6,2008,TOYOTA,PRIUS,S 10TH ANNIVERSARY EDITION,NHW20-7798429,DAA-NHW20,AT,BLUE,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB",,HYBRID(PETROL),1490,cc,146000,KM,,
2240,2009,1,2009,TOYOTA,PRIUS,,NHW20-3526331,DAA-NHW20,AT,SILVER,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),1490,cc,121000,KM,,
2241,2009,1,2008,TOYOTA,PRIUS,S 10TH ANNIVERSARY EDITION,NHW20-3522847,DAA-NHW20,AT,SILVER,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB","BACK CAMERA,PUSH START",HYBRID(PETROL),1490,cc,187000,KM,,
2242,2009,3,2009,TOYOTA,PRIUS,,NHW20-3541701,DAA-NHW20,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB",,HYBRID(PETROL),1490,cc,118000,KM,,
2243,2009,4,2008,TOYOTA,PRIUS,S10TH ANNIVERSARY - EDITION,NHW20-7844100,DAA-NHW20,AT,PEARL,5,2WD,"PS,PW,AC,NV,ABS,AB",,HYBRID(PETROL),1490,cc,141000,KM,,
2244,2009,5,2009,TOYOTA,PRIUS,G,ZVW30-1016478,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,179000,KM,,
2245,2009,5,2009,TOYOTA,PRIUS,G TOURING SELECTION,ZVW30-5001302,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,179000,KM,,
2246,2009,5,2009,TOYOTA,PRIUS,,ZVW30-1014068,DAA-ZVW30,AT,BLUE,5,2WD,"PS,PW,AC,ABS,AB,RS",,HYBRID(PETROL),1790,cc,148000,KM,,
2247,2009,6,2009,TOYOTA,PRIUS,S,ZVW30-5028838,DAA-ZVW30,AT,BLUE(L),5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",BACK CAMERA,HYBRID(PETROL),1790,cc,91000,KM,,
2248,2009,6,2009,TOYOTA,PRIUS,S TOURING SELECTION,ZVW30-5024602,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,108000,KM,,
2249,2009,6,2009,TOYOTA,PRIUS,G TOURING SELECTION LEATHER PKG,ZVW30-1032785,DAA-ZVW30,AT,PEARL,5,2WD,"PS,PW,AC,LS,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,145000,KM,,
2250,2009,7,2009,TOYOTA,PRIUS,,ZVW30-5037100,DAA-ZVW30,AT,BLUE(L),5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,104000,KM,,
2251,2009,7,2009,TOYOTA,PRIUS,G,ZVW30-5036692,DAA-ZVW30,AT,BLUE(L),5,2WD,"PS,PW,AC,NV,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,115000,KM,,
2252,2009,7,2009,TOYOTA,PRIUS,S TOURING SWLECTION,ZVW30-5041339,DAA-ZVW30,AT,BLACK,5,2WD,"PS,PW,AC,NV,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,172000,KM,,
2253,2009,7,2009,TOYOTA,PRIUS,L,ZVW30-1010492,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,142000,KM,,
2254,2009,7,2009,TOYOTA,PRIUS,S,ZVW30-5040689,DAA-ZVW30,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,ABS,AB",,HYBRID(PETROL),1790,cc,159000,KM,,
2255,2009,7,2009,TOYOTA,PRIUS,,ZVW30-5034622,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,NV,AW,ABS,AB",,HYBRID(PETROL),1790,cc,97000,KM,,
2256,2009,7,2009,TOYOTA,PRIUS,S,ZVW30-5031452,DAA-ZVW30,AT,BLUE(L),5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB",BACK CAMERA,HYBRID(PETROL),1790,cc,197000,KM,,
2257,2009,7,2009,TOYOTA,PRIUS,S,ZVW30-1051490,DAA-ZVW30,AT,BLUE(D),5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,147000,KM,,
2258,2009,8,2009,TOYOTA,PRIUS,S TOURING SELECTION,ZVW30-1059010,DAA-ZVW30,AT,BLACK,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB","BACK CAMERA,PUSH START,LED HEAD LIGHT",HYBRID(PETROL),1790,cc,186000,KM,,
2259,2009,8,2009,TOYOTA,PRIUS,G TOURING SELECTION,ZVW30-5045878,DAA-ZVW30,AT,BLUE(L),5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,102000,KM,,
2260,2009,8,2009,TOYOTA,PRIUS,,ZVW30-1065572,DAA-ZVW30,AT,BLUE(D),5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB","PUSH START,LED LIGHT,BACK CAMERA,DRIVE RECORDER",HYBRID(PETROL),1790,cc,115000,KM,,
2261,2009,8,2009,TOYOTA,PRIUS,L,ZVW30-1055186,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,NV,AW,ABS,AB",BACK CAMERA,HYBRID(PETROL),1790,cc,171000,KM,,
2262,2009,8,2009,TOYOTA,PRIUS,S,ZVW30-5050238,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,144000,KM,,
2263,2009,8,2009,TOYOTA,PRIUS,,ZVW30-1068155,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB",BACK CAMERA,HYBRID(PETROL),1790,cc,144000,KM,,
2264,2009,8,2009,TOYOTA,PRIUS,S TOURING SELECTION,ZVW30-5052866,DAA-ZVW30,AT,BLUE(L),5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,152000,KM,,
2265,2009,9,2009,TOYOTA,PRIUS,S,ZVW30-5062811,DAA-ZVW30,AT,BLUE(L),5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,228000,KM,,
2266,2009,9,2009,TOYOTA,PRIUS,S,ZVW30-5008584,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,NV,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,111000,KM,,
2267,2009,9,2009,TOYOTA,PRIUS,S,ZVW30-1074424,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,188000,KM,,
2268,2009,9,2009,TOYOTA,PRIUS,,ZVW30-1081444,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB","BACK CAMERA,LED HEAD LIGHT",HYBRID(PETROL),1790,cc,206000,KM,,
2269,2009,9,2009,TOYOTA,PRIUS,,ZVW30-1085403,DAA-ZVW30,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB","PUSH START,HID LIGHT,BACK CAMERA",HYBRID(PETROL),1790,cc,189000,KM,,
2270,2009,9,2009,TOYOTA,PRIUS,L,ZVW30-5059472,DAA-ZVW30,AT,BLUE(L),5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,181000,KM,,
2271,2009,9,2009,TOYOTA,PRIUS,S,ZVW30-1086054,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB",BACK CAMERA,HYBRID(PETROL),1790,cc,137000,KM,,
2272,2009,9,2009,TOYOTA,PRIUS,S Touring Selection,ZVW30-5060949,DAA-ZVW30,AT,BLUE(L),5,2WD,"PS,PW,AC,NV,ABS,AB",,HYBRID(PETROL),1790,cc,170000,KM,,
2273,2009,9,2009,TOYOTA,PRIUS,S TOURING SELECTION,ZVW30-5067856,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB","PUSH START, BACK CAMERA",HYBRID(PETROL),1790,cc,176000,KM,,
2274,2009,9,2009,TOYOTA,PRIUS,G TOURING SELECTION,ZVW30-5061095,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,NV,FOG,ABS,AB",BACK CAMERA,HYBRID(PETROL),1790,cc,139000,KM,,
2275,2009,9,2009,TOYOTA,PRIUS,S,ZVW30-1077808,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB",BACK CAMERA,HYBRID(PETROL),1790,cc,111000,KM,,
2276,2009,9,2009,TOYOTA,PRIUS,G,ZVW30-1072974,DAA-ZVW30,AT,PEARL,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB","PUSH START,CRUISE CONTROL",HYBRID(PETROL),1790,cc,150000,KM,,
2277,2009,9,2009,TOYOTA,PRIUS,G,ZVW30-5064431,DAA-ZVW30,AT,BLUE(L),5,2WD,"PS,PW,AC,AW,FOG,ABS,AB","BACK CAMERA, PUSH START, CRUISE CONTROL",HYBRID(PETROL),1790,cc,205000,KM,,
2278,2009,9,2009,TOYOTA,PRIUS,S,ZVW30-5059004,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,152000,KM,,
2279,2009,10,2009,TOYOTA,PRIUS,,ZVW30-0072286,DAA-ZVW30,AT,PEARL,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,175000,KM,,
2280,2009,10,2009,TOYOTA,PRIUS,S TOURING SELECTION,ZVW30-5084748,DAA-ZVW30,AT,OTHER,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,185000,KM,,
2281,2009,10,2009,TOYOTA,PRIUS,,ZVW30-0067419,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,235000,KM,,
2282,2009,10,2009,TOYOTA,PRIUS,,ZVW30-1088595,DAA-ZVW30,AT,WHITE,5,2WD,"PS,PW,AC,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,208000,KM,,
2283,2009,12,2009,TOYOTA,PRIUS,S,ZVW30-0099071,DAA-ZVW30,AT,BLACK,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,158000,KM,,
2284,2009,12,2009,TOYOTA,PRIUS,,ZVW30-5102133,DAA-ZVW30,AT,PURPLE(L),5,2WD,"PS,PW,AC,NV,LS,AW,ABS,AB","CRUISE CONTROL,BACK CAMERA,PUSH START,SEAT HEATER",HYBRID(PETROL),1790,cc,122000,KM,,
2285,2009,12,2009,TOYOTA,PRIUS,,ZVW30-5099014,DAA-ZVW30,AT,BLUE(L),5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB","PUSH START,BACK CAMERA,STEERING SWITCH",HYBRID(PETROL),1790,cc,109000,KM,,
2286,2010,1,2010,TOYOTA,PRIUS,S,ZVW30-1145412,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB","PUSH START, BACK CAMERA",HYBRID(PETROL),1790,cc,141000,KM,,
2287,2010,1,2010,TOYOTA,PRIUS,S,ZVW30-1145979,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,102000,KM,,
2288,2010,1,2010,TOYOTA,PRIUS,S Touring Selection,ZVW30-1145862,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,138000,KM,,
2289,2010,1,2009,TOYOTA,PRIUS,,ZVW30-1133229,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,NV,LS,AW,FOG,ABS,AB","BACK CAMERA,CRUISE CONTROL",HYBRID(PETROL),1790,cc,166000,KM,,
2290,2010,1,2009,TOYOTA,PRIUS,,ZVW30-5108881,DAA-ZVW30,AT,BLUE(L),5,2WD,"PS,PW,AC,AW,ABS,AB",,HYBRID(PETROL),1790,cc,157000,KM,,
2291,2010,1,2010,TOYOTA,PRIUS,S,ZVW30-1153232,DAA-ZVW30,AT,PEARL,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,163000,KM,,
2292,2010,2,2010,TOYOTA,PRIUS,S,ZVW30-1166441,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,167000,KM,,
2293,2010,2,2010,TOYOTA,PRIUS,,ZVW30-0131197,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,NV,AW,ABS,AB",BACK CAMERA,HYBRID(PETROL),1790,cc,120000,KM,,
2294,2010,2,2010,TOYOTA,PRIUS,S Touring Selection,ZVW30-5125349,DAA-ZVW30,AT,BLACK,5,2WD,"PS,PW,AC,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,141000,KM,,
2295,2010,2,2010,TOYOTA,PRIUS,,ZVW30-5129686,DAA-ZVW30,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB","PUSH START,BACK CAMERA",HYBRID(PETROL),1790,cc,139000,KM,,
2296,2010,2,2010,TOYOTA,PRIUS,S,ZVW30-1159161,DAA-ZVW30,AT,BLACK,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,201000,KM,,
2297,2010,2,2010,TOYOTA,PRIUS,S,ZVW30-1160777,DAA-ZVW30,AT,PEARL,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,211000,KM,,
2298,2010,2,2010,TOYOTA,PRIUS,,ZVW30-1170113,DAA-ZVW30,AT,BLACK,5,2WD,"PS,PW,AC,AW,ABS,AB","BACK CAMERA, PUSH START",HYBRID(PETROL),1790,cc,172000,KM,,
2299,2010,3,2010,TOYOTA,PRIUS,,ZVW30-1191615,DAA-ZVW30,AT,PEARL,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,176000,KM,,
2300,2010,3,2010,TOYOTA,PRIUS,,ZVW30-5138221,DAA-ZVW30,AT,GREEN(L),5,2WD,"PS,PW,AC,NV,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,175000,KM,,
2301,2010,3,2010,TOYOTA,PRIUS,S TOURING SELECTION,ZVW30-1176095,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB","CRUISE CONTROL,BACK CAMERA,PUSH START",HYBRID(PETROL),1790,cc,214000,KM,,
2302,2010,3,2010,TOYOTA,PRIUS,S TOURING SELECTION,ZVW30-1192444,DAA-ZVW30,AT,BLACK,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",BACK CAMERA,HYBRID(PETROL),1790,cc,124000,KM,,
2303,2010,3,2010,TOYOTA,PRIUS,,ZVW30-1181083,DAA-ZVW30,AT,BLUE(D),5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,138000,KM,,
2304,2010,3,2010,TOYOTA,PRIUS,S,ZVW30-0152746,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,NV,FOG,ABS,AB",BACK CAMERA,HYBRID(PETROL),1790,cc,176000,KM,,
2305,2010,4,2010,TOYOTA,PRIUS,G,ZVW30-0169576,DAA-ZVW30,AT,WHITE,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,119000,KM,,
2306,2010,6,2010,TOYOTA,PRIUS,L,ZVW30-1232931,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,AW,ABS,AB",,HYBRID(PETROL),1790,cc,110000,KM,,
2307,2010,6,2010,TOYOTA,PRIUS,S,ZVW30-5164881,DAA-ZVW30,AT,BLUE,5,2WD,"PS,PW,AC,NV,AW,ABS,AB",,HYBRID(PETROL),1790,cc,116000,KM,,
2308,2010,6,2010,TOYOTA,PRIUS,G,ZVW30-5163338,DAA-ZVW30,AT,BLUE(L),5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,180000,KM,,
2309,2010,6,2010,TOYOTA,PRIUS,,ZVW30-1230564,DAA-ZVW30,AT,SILVER,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB",BACK CAMERA,HYBRID(PETROL),1790,cc,152000,KM,,
2310,2010,7,2010,TOYOTA,PRIUS,,ZVW30-5191843,DAA-ZVW30,AT,BLUE(L),5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,120000,KM,,
